Date,Amount,Category,Description
4/30/2024,2083.98,Utilities,Utilities expense
12/9/2023,2015.71,Entertainment,Entertainment expense
11/3/2023,3544.78,Entertainment,Entertainment expense
3/22/2024,2716.23,Education,Education expense
1/28/2024,4887.75,Entertainment,Entertainment expense
8/25/2024,3362.0,Health,Health expense
6/7/2024,2937.65,Utilities,Utilities expense
8/14/2023,3616.07,Food,Food expense
7/14/2023,2372.76,Shopping,Shopping expense
12/3/2024,1810.59,Shopping,Shopping expense
7/29/2023,1974.08,Transport,Transport expense
1/20/2025,1324.04,Transport,Transport expense
2/4/2024,3739.1,Transport,Transport expense
5/6/2025,1468.15,Health,Health expense
1/17/2023,376.78,Education,Education expense
10/20/2023,3905.52,Health,Health expense
6/8/2025,68.83,Food,Food expense
8/6/2023,2868.41,Food,Food expense
1/18/2023,3255.93,Education,Education expense
6/5/2024,4362.97,Education,Education expense
9/27/2023,3649.68,Education,Education expense
9/27/2024,1730.78,Food,Food expense
4/12/2025,3259.15,Shopping,Shopping expense
4/24/2024,2988.39,Food,Food expense
12/20/2025,2901.57,Education,Education expense
9/27/2023,3463.54,Health,Health expense
4/12/2024,2185.19,Entertainment,Entertainment expense
12/12/2023,2763.56,Transport,Transport expense
12/4/2025,1498.22,Health,Health expense
5/6/2025,102.49,Food,Food expense
9/27/2023,2836.07,Transport,Transport expense
5/2/2023,4899.69,Education,Education expense
1/27/2025,3645.94,Transport,Transport expense
12/7/2024,1085.26,Food,Food expense
2/19/2023,2208.8,Shopping,Shopping expense
11/12/2024,565.66,Food,Food expense
12/28/2023,1924.88,Education,Education expense
6/23/2025,665.32,Health,Health expense
10/20/2024,4351.66,Shopping,Shopping expense
7/10/2025,4675.38,Utilities,Utilities expense
7/1/2025,4518.52,Shopping,Shopping expense
8/7/2023,4844.91,Health,Health expense
1/7/2023,1416.3,Entertainment,Entertainment expense
6/18/2023,3202.21,Transport,Transport expense
10/2/2023,4020.12,Transport,Transport expense
10/12/2024,1538.56,Shopping,Shopping expense
8/21/2024,2113.24,Food,Food expense
9/5/2024,63.92,Education,Education expense
2/27/2025,829.05,Entertainment,Entertainment expense
12/18/2025,2554.22,Shopping,Shopping expense
3/10/2025,3592.62,Education,Education expense
11/2/2023,925.97,Food,Food expense
3/26/2023,1567.34,Entertainment,Entertainment expense
1/12/2023,208.3,Transport,Transport expense
8/19/2024,3656.69,Health,Health expense
11/11/2025,2985.04,Entertainment,Entertainment expense
4/29/2025,4830.44,Shopping,Shopping expense
4/14/2024,1632.47,Education,Education expense
10/12/2023,4910.56,Shopping,Shopping expense
12/11/2023,687.77,Health,Health expense
4/29/2025,947.71,Entertainment,Entertainment expense
12/18/2023,1200.83,Shopping,Shopping expense
12/15/2025,1036.42,Utilities,Utilities expense
11/23/2025,186.5,Education,Education expense
2/12/2023,4221.92,Food,Food expense
12/24/2023,3561.18,Food,Food expense
8/3/2023,1333.64,Shopping,Shopping expense
4/16/2023,1021.46,Health,Health expense
6/11/2024,3357.24,Utilities,Utilities expense
12/31/2025,1115.53,Health,Health expense
11/2/2023,264.85,Transport,Transport expense
11/30/2023,1045.93,Entertainment,Entertainment expense
10/3/2023,948.74,Shopping,Shopping expense
9/17/2025,2737.29,Food,Food expense
2/27/2024,3935.54,Transport,Transport expense
9/6/2023,4738.34,Utilities,Utilities expense
12/20/2024,1689.48,Education,Education expense
9/3/2025,4629.43,Entertainment,Entertainment expense
8/24/2025,2154.27,Health,Health expense
6/30/2023,4388.12,Entertainment,Entertainment expense
8/29/2025,2076.55,Food,Food expense
9/16/2023,1050.64,Entertainment,Entertainment expense
9/25/2025,3368.21,Shopping,Shopping expense
11/7/2025,3316.59,Education,Education expense
7/4/2024,809.22,Food,Food expense
10/3/2025,53.07,Food,Food expense
1/15/2025,2167.41,Utilities,Utilities expense
1/3/2025,117.02,Transport,Transport expense
8/28/2024,2662.16,Food,Food expense
4/26/2025,1578.22,Education,Education expense
2/28/2023,78.77,Shopping,Shopping expense
2/19/2024,2687.13,Education,Education expense
8/25/2023,3333.77,Shopping,Shopping expense
6/19/2025,3091.64,Transport,Transport expense
10/3/2025,831.96,Food,Food expense
10/23/2023,4246.48,Utilities,Utilities expense
7/17/2023,4906.61,Utilities,Utilities expense
4/18/2024,1727.28,Education,Education expense
6/28/2024,1010.17,Education,Education expense
8/10/2023,1706.74,Shopping,Shopping expense
5/14/2025,320.66,Food,Food expense
4/7/2025,4232.24,Health,Health expense
8/30/2024,3282.11,Education,Education expense
11/10/2023,2362.47,Entertainment,Entertainment expense
1/31/2024,459.85,Shopping,Shopping expense
5/4/2023,4527.7,Utilities,Utilities expense
10/20/2025,4623.42,Education,Education expense
10/27/2025,3918.24,Utilities,Utilities expense
1/1/2024,3898.48,Entertainment,Entertainment expense
5/8/2023,3331.97,Health,Health expense
8/19/2023,3644.38,Shopping,Shopping expense
8/11/2023,3493.44,Shopping,Shopping expense
3/22/2023,2554.7,Entertainment,Entertainment expense
8/20/2023,2627.3,Health,Health expense
1/11/2025,3582.93,Education,Education expense
6/11/2024,3714.48,Utilities,Utilities expense
5/2/2023,3184.99,Education,Education expense
11/22/2023,3523.54,Education,Education expense
1/31/2023,1288.75,Education,Education expense
7/19/2023,736.0,Transport,Transport expense
6/23/2025,344.5,Shopping,Shopping expense
8/11/2025,4400.88,Shopping,Shopping expense
4/27/2023,3890.03,Shopping,Shopping expense
3/22/2023,4094.8,Food,Food expense
3/3/2023,63.03,Education,Education expense
3/30/2025,2895.54,Education,Education expense
8/13/2025,4454.2,Utilities,Utilities expense
5/27/2023,2331.15,Transport,Transport expense
8/2/2025,863.28,Transport,Transport expense
11/22/2023,1762.83,Utilities,Utilities expense
5/25/2023,1549.97,Transport,Transport expense
11/20/2024,124.5,Health,Health expense
8/25/2023,4906.36,Health,Health expense
5/8/2023,1933.47,Education,Education expense
6/18/2023,4277.39,Food,Food expense
12/2/2024,2142.45,Food,Food expense
11/29/2023,4300.08,Education,Education expense
5/27/2025,4612.16,Food,Food expense
9/26/2024,3045.43,Transport,Transport expense
1/10/2023,1575.42,Transport,Transport expense
9/23/2025,2626.95,Food,Food expense
3/22/2025,4337.61,Entertainment,Entertainment expense
4/16/2024,910.3,Utilities,Utilities expense
1/25/2024,1405.65,Education,Education expense
1/14/2024,1955.88,Utilities,Utilities expense
12/4/2024,2386.24,Health,Health expense
7/5/2023,2926.99,Food,Food expense
5/14/2023,4649.3,Shopping,Shopping expense
7/6/2025,2476.73,Education,Education expense
11/29/2024,4864.01,Entertainment,Entertainment expense
4/9/2025,3896.86,Food,Food expense
9/8/2024,2903.13,Transport,Transport expense
7/28/2025,4440.12,Entertainment,Entertainment expense
6/23/2024,1367.55,Entertainment,Entertainment expense
7/9/2023,1281.4,Shopping,Shopping expense
1/25/2023,2064.56,Food,Food expense
9/5/2024,852.57,Education,Education expense
2/24/2023,2385.57,Food,Food expense
9/30/2024,68.52,Shopping,Shopping expense
3/1/2024,2082.0,Transport,Transport expense
2/16/2024,181.17,Education,Education expense
7/10/2025,1424.86,Utilities,Utilities expense
7/23/2023,4565.13,Transport,Transport expense
12/10/2024,253.82,Health,Health expense
9/20/2025,962.94,Transport,Transport expense
5/24/2024,4921.52,Shopping,Shopping expense
8/4/2025,1262.43,Entertainment,Entertainment expense
6/28/2025,2526.41,Health,Health expense
8/4/2023,3523.44,Transport,Transport expense
12/24/2024,1244.8,Entertainment,Entertainment expense
11/21/2024,3819.81,Utilities,Utilities expense
5/12/2023,2965.08,Education,Education expense
10/17/2023,2505.21,Food,Food expense
3/21/2025,1111.09,Shopping,Shopping expense
7/26/2023,1858.35,Food,Food expense
1/31/2024,1703.42,Education,Education expense
7/11/2025,2214.09,Education,Education expense
1/12/2024,4555.42,Health,Health expense
12/22/2023,3753.69,Food,Food expense
8/8/2025,4697.78,Health,Health expense
8/18/2024,191.01,Shopping,Shopping expense
4/29/2023,2182.02,Shopping,Shopping expense
3/17/2023,2829.03,Shopping,Shopping expense
1/11/2024,4818.87,Food,Food expense
2/4/2023,598.58,Shopping,Shopping expense
2/12/2024,4872.02,Education,Education expense
9/22/2023,1002.52,Education,Education expense
6/21/2023,2694.16,Entertainment,Entertainment expense
7/19/2023,3987.5,Shopping,Shopping expense
11/16/2025,3428.45,Entertainment,Entertainment expense
2/15/2025,508.63,Shopping,Shopping expense
7/14/2024,1926.02,Entertainment,Entertainment expense
9/2/2025,4428.68,Food,Food expense
1/17/2024,4025.05,Entertainment,Entertainment expense
11/22/2025,1866.23,Transport,Transport expense
6/2/2025,1665.59,Utilities,Utilities expense
6/28/2023,4991.49,Entertainment,Entertainment expense
5/22/2025,284.08,Utilities,Utilities expense
6/2/2024,2865.06,Health,Health expense
12/14/2025,2355.76,Transport,Transport expense
11/18/2025,4585.04,Transport,Transport expense
11/26/2024,2945.33,Shopping,Shopping expense
12/8/2023,4338.83,Entertainment,Entertainment expense
3/8/2024,4959.37,Utilities,Utilities expense
7/11/2025,4637.23,Shopping,Shopping expense
12/9/2025,4833.79,Transport,Transport expense
12/7/2025,3009.16,Education,Education expense
6/8/2024,2188.47,Entertainment,Entertainment expense
8/14/2025,4311.03,Entertainment,Entertainment expense
4/20/2023,348.81,Education,Education expense
2/2/2024,3641.31,Education,Education expense
9/1/2024,3715.95,Utilities,Utilities expense
2/14/2023,2610.28,Transport,Transport expense
6/14/2024,4080.01,Education,Education expense
12/28/2024,4626.31,Education,Education expense
8/18/2025,592.78,Health,Health expense
2/22/2025,2469.01,Transport,Transport expense
6/5/2025,71.28,Transport,Transport expense
12/30/2025,1496.66,Health,Health expense
6/15/2025,3385.4,Utilities,Utilities expense
6/20/2025,823.58,Transport,Transport expense
11/5/2023,4800.27,Food,Food expense
9/7/2023,2933.53,Shopping,Shopping expense
11/23/2025,3370.44,Utilities,Utilities expense
4/7/2023,1285.31,Food,Food expense
8/10/2025,3331.01,Education,Education expense
6/12/2025,4771.61,Entertainment,Entertainment expense
11/29/2025,2594.79,Transport,Transport expense
12/14/2025,129.27,Food,Food expense
4/15/2025,1782.48,Transport,Transport expense
4/7/2023,2685.67,Entertainment,Entertainment expense
10/5/2025,2926.28,Food,Food expense
3/19/2025,4913.39,Food,Food expense
9/11/2025,1264.42,Utilities,Utilities expense
11/2/2024,4614.11,Transport,Transport expense
4/20/2024,990.47,Transport,Transport expense
1/24/2025,2336.53,Food,Food expense
12/21/2023,3690.4,Shopping,Shopping expense
8/4/2025,2735.85,Education,Education expense
6/10/2023,646.54,Shopping,Shopping expense
1/25/2025,1646.92,Health,Health expense
3/5/2023,1955.11,Food,Food expense
2/14/2023,4015.71,Food,Food expense
12/27/2024,3152.38,Health,Health expense
9/25/2025,3431.25,Shopping,Shopping expense
3/3/2024,4537.33,Food,Food expense
6/16/2024,3227.13,Health,Health expense
5/29/2024,1377.65,Entertainment,Entertainment expense
3/24/2024,965.06,Education,Education expense
1/12/2025,3924.65,Food,Food expense
8/16/2023,1126.41,Utilities,Utilities expense
4/18/2024,927.2,Transport,Transport expense
7/8/2023,1996.84,Shopping,Shopping expense
7/12/2024,205.67,Transport,Transport expense
2/14/2023,4267.88,Transport,Transport expense
8/8/2025,3543.98,Utilities,Utilities expense
12/6/2025,2319.57,Utilities,Utilities expense
7/26/2024,1039.83,Food,Food expense
10/2/2024,3405.75,Transport,Transport expense
9/29/2025,4667.0,Entertainment,Entertainment expense
5/13/2025,4859.56,Education,Education expense
6/16/2023,3167.71,Entertainment,Entertainment expense
5/25/2025,2801.98,Health,Health expense
3/26/2025,943.01,Utilities,Utilities expense
6/28/2025,4592.21,Health,Health expense
12/21/2025,1958.84,Food,Food expense
5/13/2024,2683.53,Utilities,Utilities expense
1/31/2024,1022.05,Entertainment,Entertainment expense
2/27/2025,1091.0,Education,Education expense
10/10/2024,2355.61,Entertainment,Entertainment expense
8/20/2025,2048.0,Shopping,Shopping expense
11/20/2023,3785.99,Education,Education expense
7/1/2025,3977.06,Shopping,Shopping expense
8/11/2025,4668.89,Entertainment,Entertainment expense
1/5/2023,1660.13,Utilities,Utilities expense
11/16/2023,842.07,Shopping,Shopping expense
5/7/2025,2825.29,Entertainment,Entertainment expense
8/12/2025,3286.91,Food,Food expense
2/27/2025,1148.1,Shopping,Shopping expense
9/30/2024,4548.24,Utilities,Utilities expense
4/12/2023,4639.9,Entertainment,Entertainment expense
12/15/2023,848.07,Transport,Transport expense
8/6/2023,1602.05,Food,Food expense
12/24/2024,519.55,Education,Education expense
5/12/2023,935.74,Utilities,Utilities expense
6/17/2023,3712.64,Education,Education expense
6/18/2025,151.82,Shopping,Shopping expense
4/21/2024,1092.81,Food,Food expense
9/17/2025,4437.19,Entertainment,Entertainment expense
10/4/2023,2452.66,Food,Food expense
1/6/2025,656.24,Entertainment,Entertainment expense
3/21/2025,765.7,Shopping,Shopping expense
1/3/2025,4522.47,Education,Education expense
12/30/2025,1875.67,Health,Health expense
12/15/2025,4795.9,Health,Health expense
8/17/2025,1234.56,Education,Education expense
11/22/2024,1677.53,Shopping,Shopping expense
6/8/2023,988.05,Health,Health expense
11/11/2025,1451.89,Utilities,Utilities expense
10/4/2023,4126.53,Utilities,Utilities expense
1/28/2024,1484.51,Education,Education expense
7/12/2024,3553.02,Shopping,Shopping expense
8/18/2025,2147.49,Shopping,Shopping expense
10/24/2025,3866.63,Education,Education expense
9/8/2023,647.51,Education,Education expense
11/27/2023,4025.06,Shopping,Shopping expense
8/30/2023,2110.78,Entertainment,Entertainment expense
4/26/2024,2138.82,Food,Food expense
7/9/2025,3479.0,Transport,Transport expense
7/28/2025,4047.26,Transport,Transport expense
1/13/2023,1821.56,Shopping,Shopping expense
4/25/2023,3021.77,Education,Education expense
4/8/2023,4121.25,Health,Health expense
7/8/2024,653.96,Utilities,Utilities expense
10/15/2023,1567.53,Health,Health expense
9/23/2023,690.56,Education,Education expense
12/6/2023,3740.91,Shopping,Shopping expense
5/9/2023,1236.34,Utilities,Utilities expense
12/23/2024,1156.47,Health,Health expense
10/19/2024,1831.43,Health,Health expense
1/30/2024,765.01,Food,Food expense
5/2/2025,4253.15,Education,Education expense
4/4/2025,4675.5,Shopping,Shopping expense
12/2/2025,3397.66,Food,Food expense
8/21/2023,390.34,Education,Education expense
1/30/2025,4838.81,Utilities,Utilities expense
9/13/2023,4976.74,Education,Education expense
12/7/2023,4306.56,Education,Education expense
7/7/2024,4711.45,Utilities,Utilities expense
7/1/2025,4014.81,Entertainment,Entertainment expense
7/14/2025,2187.08,Food,Food expense
6/3/2024,2422.5,Utilities,Utilities expense
3/16/2025,2091.56,Food,Food expense
1/15/2024,1975.22,Health,Health expense
5/30/2023,2175.87,Health,Health expense
12/10/2025,3740.33,Utilities,Utilities expense
5/27/2025,3488.52,Food,Food expense
12/14/2024,206.76,Education,Education expense
12/13/2025,4908.34,Shopping,Shopping expense
2/12/2023,4631.15,Health,Health expense
5/31/2025,193.92,Transport,Transport expense
7/8/2023,86.24,Health,Health expense
8/17/2023,4239.25,Education,Education expense
8/24/2023,2201.95,Utilities,Utilities expense
9/22/2025,1797.68,Transport,Transport expense
8/2/2023,4119.48,Food,Food expense
3/15/2024,4516.2,Education,Education expense
1/4/2023,2671.42,Transport,Transport expense
4/15/2025,1239.54,Shopping,Shopping expense
2/24/2025,4995.97,Entertainment,Entertainment expense
9/28/2023,3456.75,Health,Health expense
7/10/2024,1906.25,Food,Food expense
8/29/2025,4950.25,Education,Education expense
11/8/2025,2774.19,Entertainment,Entertainment expense
11/14/2025,1219.86,Health,Health expense
1/4/2023,2984.75,Shopping,Shopping expense
12/14/2024,4572.8,Transport,Transport expense
12/6/2024,2831.91,Transport,Transport expense
4/27/2025,907.17,Education,Education expense
9/29/2023,385.33,Education,Education expense
11/8/2025,2509.76,Entertainment,Entertainment expense
10/22/2024,2835.24,Health,Health expense
8/27/2025,4094.58,Shopping,Shopping expense
9/24/2023,3731.93,Utilities,Utilities expense
